loan_amount,payments_term,monthly_payment,grade,working_years,home,annual_income,verification,purpose,debt_to_income,delinquency,inquiries,open_credit_lines,derogatory_records,revolving_balance,revolving_rate,total_accounts,bankruptcies,fico_average,loan_risk
2975,36 months,90.5,1,3,Mortgage,30000,Verified,major_purchase,27.44,0,1,8,0,11786,55.1,14,0,757,Fully Paid
6000,36 months,199.89,2,1,Mortgage,35000,Source Verified,renewable_energy,15.22,1,0,5,0,6881,27.3,29,0,717,Fully Paid
12000,36 months,287.79,2,9,Mortgage,45000,Not Verified,debt_consolidation,7.6,1,1,6,0,0,0,32,0,727,Fully Paid
21000,36 months,741.31,4,2,Rent,63500,Source Verified,debt_consolidation,19.79,0,1,16,0,25800,65.2,29,0,707,Fully Paid
2000,36 months,68.62,3,3,Rent,65000,Not Verified,debt_consolidation,8.58,0,3,4,0,4312,77,13,0,682,Fully Paid
1500,36 months,54.72,5,0,Rent,18000,Not Verified,vacation,9.93,0,0,2,0,6892,98.5,6,0,687,Fully Paid
11500,36 months,378.48,2,3,Own,30000,Not Verified,debt_consolidation,22.68,1,1,8,0,946,9,12,0,702,Fully Paid
1500,36 months,52.71,3,10,Mortgage,97000,Source Verified,small_business,19.63,0,1,11,0,35131,85.7,27,0,667,Fully Paid
9000,36 months,273.76,1,10,Mortgage,80000,Not Verified,major_purchase,6.31,0,0,9,0,14181,51.8,24,0,757,Fully Paid
3500,36 months,109.49,1,3,Own,51000,Not Verified,debt_consolidation,20.89,0,0,6,0,18003,62.1,9,0,717,Fully Paid
3300,36 months,100.38,1,2,Mortgage,30000,Verified,home_improvement,11.04,0,0,9,0,11144,43,37,0,742,Fully Paid
20000,36 months,659.43,2,5,Mortgage,63000,Verified,debt_consolidation,13.9,0,0,12,0,20009,40.8,21,0,707,Fully Paid
9000,60 months,226.4,5,3,Mortgage,69320,Source Verified,credit_card,22.83,0,7,9,0,41880,53.6,19,0,697,Charged Off
9000,36 months,280.97,1,1,Rent,55029,Not Verified,debt_consolidation,11.88,1,3,8,0,8805,8.4,21,0,777,Charged Off
12000,36 months,408.91,3,10,Rent,55008,Source Verified,debt_consolidation,20.4,0,1,9,0,7085,41.7,45,0,702,Fully Paid
13000,60 months,308.12,4,1,Mortgage,85000,Not Verified,debt_consolidation,20.22,1,3,16,0,9252,54.4,52,0,687,Fully Paid
3000,36 months,101.59,3,4,Mortgage,225000,Not Verified,car,5.38,0,2,3,1,0,94.46,16,1,697,Fully Paid
500,36 months,16.08,2,7,Mortgage,59000,Not Verified,other,22.17,0,0,9,0,65414,47.8,26,0,742,Fully Paid
16800,36 months,562.24,2,1,Rent,50000,Not Verified,debt_consolidation,8.21,0,0,4,0,21589,84.9,8,0,732,Fully Paid
3000,36 months,91.31,1,5,Rent,50000,Not Verified,other,5.5,0,0,7,0,9616,29.4,15,0,752,Fully Paid
7800,36 months,255.33,2,4,Own,120000,Source Verified,small_business,10.78,0,5,9,0,5338,15.9,13,0,747,Fully Paid
7000,36 months,214.93,1,10,Mortgage,88800,Source Verified,home_improvement,7.77,0,0,8,0,9583,35.8,30,0,742,Fully Paid
10000,60 months,270.48,6,10,Mortgage,65000,Verified,debt_consolidation,13.77,0,1,12,0,16372,96.9,18,0,697,Fully Paid
5000,36 months,155.05,1,3,Rent,41500,Source Verified,major_purchase,7.08,0,0,11,0,5349,60.8,22,0,722,Fully Paid
10000,36 months,185,1,7,Rent,78000,Source Verified,debt_consolidation,14.54,0,0,6,0,5017,55.7,24,0,747,Fully Paid
6000,60 months,148.77,4,3,Rent,36996,Not Verified,debt_consolidation,18.39,0,0,3,0,1181,78.7,12,0,697,Fully Paid
7500,36 months,256.3,3,2,Mortgage,85000,Not Verified,home_improvement,16.67,0,1,10,0,6835,89.9,31,0,682,Fully Paid
3000,36 months,102.69,4,1,Rent,34320,Source Verified,debt_consolidation,1.22,1,1,6,0,443,15.8,14,0,662,Fully Paid
30000,60 months,642.89,2,10,Mortgage,83200,Verified,home_improvement,10.21,0,0,15,0,7086,11.7,29,0,792,Fully Paid
24000,36 months,814.34,3,10,Rent,77000,Verified,credit_card,24.78,0,1,11,0,22154,60.7,29,0,722,Fully Paid
8000,36 months,241.28,1,10,Mortgage,42000,Not Verified,home_improvement,7.8,0,0,12,0,12200,33.5,26,0,772,Fully Paid
25000,60 months,568.58,3,10,Mortgage,102408,Verified,credit_card,3.47,0,0,9,0,15280,53.6,43,0,762,Fully Paid
3400,36 months,114.06,2,3,Rent,11000,Source Verified,major_purchase,4.36,0,1,4,0,161,1,4,0,742,Fully Paid
4000,36 months,130.86,2,7,Mortgage,50000,Not Verified,debt_consolidation,22.46,0,2,7,0,24046,68.7,17,0,717,Fully Paid
2000,36 months,63.23,1,4,Mortgage,28880,Not Verified,car,15.96,0,0,6,0,4545,16.2,12,0,732,Fully Paid
9000,36 months,316.42,5,1,Rent,39996,Not Verified,debt_consolidation,15.75,0,0,4,0,13072,90.2,14,0,662,Fully Paid
12000,36 months,370.48,1,4,Mortgage,42000,Not Verified,home_improvement,14.29,0,3,9,0,0,0,23,0,787,Fully Paid
8000,36 months,245.63,1,7,Mortgage,55000,Not Verified,credit_card,17.02,0,4,7,0,14906,72.4,29,0,772,Fully Paid
6000,36 months,190.47,2,10,Mortgage,98056,Not Verified,credit_card,22.37,0,2,8,0,41300,86.8,28,0,717,Fully Paid
35000,60 months,844.64,4,4,Rent,205000,Verified,major_purchase,2.55,1,1,15,0,1418,5.4,27,0,747,Fully Paid
14125,60 months,338.04,3,6,Rent,39500,Verified,debt_consolidation,23.54,0,1,7,0,10531,65.8,23,0,702,Fully Paid
4200,36 months,142.51,3,6,Rent,55044.48,Source Verified,moving,8.74,0,3,5,0,435,6,10,0,682,Fully Paid
10000,36 months,312.82,1,2,Rent,42500,Not Verified,debt_consolidation,10,0,0,10,0,4175,14.8,15,0,737,Fully Paid
7500,36 months,230.28,1,2,Rent,27600,Source Verified,debt_consolidation,24.04,0,0,7,0,7664,29.5,13,0,742,Fully Paid
14400,36 months,462.16,1,10,Mortgage,63996,Source Verified,debt_consolidation,16.78,0,1,18,0,11160,14.9,31,0,762,Fully Paid
11500,60 months,220.1,2,5,Mortgage,106000,Source Verified,wedding,19.56,0,0,18,0,13823,31.3,28,0,737,Fully Paid
3025,36 months,97.27,2,2,Rent,15996,Not Verified,major_purchase,1.73,0,1,2,0,758,47.4,2,0,707,Charged Off
6400,36 months,204.46,1,10,Own,40000,Not Verified,debt_consolidation,24,0,0,8,0,30540,54.3,18,0,737,Fully Paid
9600,60 months,241.49,5,0,Rent,50000,Source Verified,moving,7.99,0,2,14,0,7573,59.4,31,0,662,Fully Paid
8500,36 months,284.47,2,2,Rent,60996,Not Verified,debt_consolidation,16.11,0,1,10,0,9836,69.8,24,0,697,Fully Paid
12000,36 months,403.42,3,1,Other,75000,Verified,small_business,22.45,0,3,11,0,11194,32.9,27,0,732,Fully Paid
14400,36 months,469.06,2,4,Rent,45000,Not Verified,credit_card,9.44,0,1,8,0,14582,84.3,16,0,717,Fully Paid
12000,60 months,287.25,4,8,Mortgage,50000,Not Verified,small_business,20.45,0,2,6,0,30376,94.3,27,0,702,Fully Paid
8500,36 months,259.25,1,5,Mortgage,28000,Source Verified,debt_consolidation,9.99,0,0,7,0,8535,33.1,14,0,747,Fully Paid
5000,36 months,164.02,2,3,Other,60000,Not Verified,other,13.72,0,2,11,0,6577,15.8,29,0,717,Fully Paid
2000,36 months,60.32,1,10,Mortgage,98000,Source Verified,renewable_energy,15.49,0,0,12,0,24165,41.5,30,0,752,Fully Paid
22000,36 months,534.6,2,5,Rent,76597,Verified,debt_consolidation,19.9,0,0,10,0,17900,64.6,21,0,717,Fully Paid
10400,36 months,343.34,2,1,Other,50016,Not Verified,debt_consolidation,8.09,0,0,5,0,10167,89.2,12,0,727,Fully Paid
20000,60 months,460.1,3,1,Rent,50000,Verified,wedding,19.22,0,0,16,0,5896,57.8,39,0,722,Fully Paid
25000,36 months,878.94,5,10,Mortgage,245000,Verified,credit_card,17.93,0,6,14,0,181638,70.7,52,0,692,Charged Off
25000,36 months,869.95,3,8,Own,82000,Verified,debt_consolidation,18.5,0,2,7,0,18223,70.6,23,0,692,Fully Paid
25000,60 months,568.7,3,7,Mortgage,60106,Verified,debt_consolidation,25.18,0,0,18,0,30218,39.6,31,0,737,Fully Paid
9000,36 months,281.62,1,7,Rent,45000,Source Verified,credit_card,12.48,0,0,7,0,17828,93.1,14,0,732,Fully Paid
6000,36 months,195.27,2,3,Rent,21600,Not Verified,debt_consolidation,5.06,0,0,4,0,1409,30,7,0,717,Fully Paid
14000,60 months,342.84,4,4,Rent,38760,Verified,car,14.12,0,0,3,0,3724,61,7,0,712,Fully Paid
3350,36 months,115.68,3,2,Rent,30000,Not Verified,major_purchase,18.72,0,3,7,0,2945,48.3,8,0,682,Fully Paid
1500,36 months,48.14,2,9,Own,35004,Source Verified,other,14.06,0,0,4,0,5969,91.8,11,0,732,Fully Paid
25000,36 months,829.1,2,7,Mortgage,72000,Verified,debt_consolidation,5.47,0,0,10,0,8546,17.4,26,0,742,Fully Paid
18000,60 months,395.78,2,10,Mortgage,70830,Verified,debt_consolidation,6.84,0,0,11,0,10384,47.4,17,0,742,Fully Paid
14000,36 months,466.2,2,1,Mortgage,56000,Not Verified,debt_consolidation,6.36,0,2,4,0,13719,47.6,8,0,732,Fully Paid
12000,60 months,315.87,5,10,Rent,40000,Source Verified,debt_consolidation,12.03,0,3,3,1,5817,56.5,10,1,667,Charged Off
5000,36 months,164.86,2,7,Mortgage,104000,Not Verified,debt_consolidation,17.53,0,1,12,0,11966,44.6,18,0,692,Fully Paid
15000,60 months,199.77,1,3,Rent,54000,Verified,debt_consolidation,22.24,0,1,21,0,3756,27.6,51,0,767,Fully Paid
8500,36 months,257.78,1,10,Own,90000,Not Verified,credit_card,9.87,0,3,16,0,5163,4,35,0,797,Fully Paid
4200,36 months,130.25,1,0,Mortgage,51000,Verified,debt_consolidation,17.18,3,0,8,0,2995,53.5,31,0,717,Fully Paid
7750,36 months,261.72,3,4,Rent,26000,Verified,credit_card,17.54,0,0,5,0,4034,67.2,16,0,677,Fully Paid
8000,36 months,289.57,6,2,Rent,44760,Not Verified,other,13.81,2,2,26,0,8704,16.1,63,0,677,Fully Paid
4000,36 months,131.19,2,0,Rent,19820,Not Verified,credit_card,5.99,0,0,2,0,4020,89.3,12,0,737,Fully Paid
4800,36 months,172.31,4,5,Own,52800,Not Verified,wedding,5.77,0,2,5,1,8176,99.7,9,0,682,Fully Paid
15000,36 months,491.87,2,5,Rent,50000,Verified,small_business,20.45,1,0,4,0,3518,26.5,13,0,702,Charged Off
7000,36 months,217.78,1,4,Mortgage,67000,Not Verified,debt_consolidation,16.33,0,0,12,0,15081,57.6,24,0,732,Fully Paid
4800,36 months,145.57,1,3,Mortgage,100000,Source Verified,other,6.17,0,2,10,0,56,0.1,16,0,772,Fully Paid
14000,60 months,366.42,5,2,Rent,51000,Verified,debt_consolidation,20.45,0,1,10,0,9469,75.2,29,0,667,Fully Paid
20000,60 months,489.77,4,6,Mortgage,102996,Verified,debt_consolidation,15.85,0,2,14,0,14249,57.9,33,0,697,Fully Paid
12000,60 months,272.98,3,0,Rent,36000,Source Verified,debt_consolidation,23.67,0,1,15,0,7385,51.6,22,0,737,Fully Paid
11300,36 months,381.95,3,8,Rent,41892,Not Verified,debt_consolidation,19.05,0,1,5,0,32720,94.6,32,0,707,Fully Paid
16000,36 months,490.68,1,2,Mortgage,100000,Source Verified,credit_card,24.29,0,0,10,0,16238,46.4,33,0,742,Fully Paid
3000,36 months,101.25,3,2,Rent,20000,Not Verified,credit_card,3.72,1,3,7,0,2602,13.2,13,0,677,Fully Paid
15700,36 months,491.26,1,10,Mortgage,58000,Verified,credit_card,11.42,0,1,8,0,15904,50.5,18,0,757,Fully Paid
22300,60 months,578.36,6,5,Mortgage,84000,Verified,other,10.64,0,0,9,0,22187,72.5,35,0,682,Fully Paid
4000,36 months,132.66,2,2,Rent,29536,Not Verified,debt_consolidation,5.81,0,0,4,0,65,0.9,8,0,757,Fully Paid
35000,36 months,848.59,3,4,Rent,65500,Verified,credit_card,17.15,0,1,8,0,35430,84.6,18,0,717,Fully Paid
12000,36 months,390.72,2,9,Mortgage,150000,Not Verified,debt_consolidation,12.93,0,1,12,0,58179,84.2,46,0,717,Fully Paid
6000,36 months,187.69,1,6,Rent,50004,Source Verified,major_purchase,17.69,0,0,5,0,3151,19,16,0,737,Fully Paid
33600,60 months,915.82,6,10,Mortgage,104400,Verified,debt_consolidation,17.94,1,2,13,0,16585,88.1,34,0,672,Fully Paid
15000,36 months,544.17,4,5,Rent,64000,Verified,debt_consolidation,3.13,0,0,4,0,11942,91.9,7,0,672,Fully Paid
7000,36 months,217.77,1,3,Rent,50000,Not Verified,credit_card,11.18,0,0,10,0,4559,32.6,20,0,737,Fully Paid
10000,36 months,327.14,2,0,Rent,65000,Verified,small_business,11.72,0,2,8,0,1208,3.5,9,0,737,Fully Paid
17000,60 months,381.78,2,10,Rent,50000,Verified,debt_consolidation,25.18,0,0,5,0,17617,85.5,20,0,747,Charged Off
10000,36 months,311.11,1,2,Mortgage,105000,Verified,wedding,9.92,0,0,6,0,5,0,20,0,792,Fully Paid
9150,36 months,312.69,3,1,Rent,120000,Verified,debt_consolidation,15.14,0,1,4,0,12340,97.2,12,0,717,Fully Paid
16800,36 months,512.39,1,3,Mortgage,43200,Not Verified,debt_consolidation,18.89,0,2,21,0,9935,13.5,51,0,752,Charged Off
4750,36 months,151.75,1,0,Rent,17000,Verified,educational,18.28,0,2,19,0,842,6.4,37,0,737,Fully Paid
10000,60 months,214.3,2,6,Mortgage,48000,Not Verified,debt_consolidation,12.47,0,0,5,0,17537,83.5,18,0,747,Fully Paid
3000,36 months,99.41,2,3,Rent,34500,Not Verified,house,20.94,0,3,9,0,5626,30.1,16,0,697,Fully Paid
4800,60 months,132.88,7,3,Rent,65000,Source Verified,small_business,12.42,0,1,25,0,4604,43.4,39,0,702,Charged Off
7000,36 months,218.97,1,2,Rent,65000,Source Verified,major_purchase,19.02,0,0,14,0,10429,28.4,21,0,727,Fully Paid
10000,36 months,335.45,2,10,Rent,62000,Source Verified,small_business,10.35,0,1,10,1,7470,65.5,22,1,697,Charged Off
11000,36 months,368.13,3,10,Rent,93000,Not Verified,credit_card,19.35,0,0,6,0,32307,83.3,25,0,692,Fully Paid
7600,36 months,264.47,3,2,Rent,33000,Verified,major_purchase,23.78,0,1,16,0,10693,53.5,21,0,672,Fully Paid
5000,36 months,153.52,1,4,Rent,80000,Not Verified,wedding,0.81,1,0,8,0,830,3.4,14,0,752,Fully Paid
35000,60 months,773.44,2,8,Mortgage,106000,Verified,home_improvement,2.83,0,0,8,0,39002,49.6,19,0,767,Fully Paid
13000,36 months,431.14,2,10,Mortgage,56030,Source Verified,debt_consolidation,20.11,0,0,7,0,12755,64.4,20,0,737,Fully Paid
8500,36 months,256.36,1,9,Mortgage,38000,Not Verified,debt_consolidation,4.89,0,0,7,0,4186,12.7,29,0,792,Fully Paid
1000,36 months,31.06,1,0,Mortgage,67500,Not Verified,other,0.52,0,1,16,0,35,0.1,39,0,792,Fully Paid
6000,36 months,201.39,3,4,Rent,40000,Source Verified,house,7.05,0,0,10,0,1351,12.7,23,0,682,Fully Paid
16000,36 months,527.55,2,0,Rent,36000,Source Verified,credit_card,20.4,0,0,5,0,18107,70.5,15,0,717,Fully Paid
20000,36 months,686.12,3,2,Rent,75000,Verified,debt_consolidation,8.02,0,3,7,0,15278,76.4,20,0,687,Fully Paid
17600,36 months,573.05,2,1,Rent,70000,Verified,debt_consolidation,18.65,0,0,9,0,21596,40.4,14,0,722,Fully Paid
21000,36 months,691.14,2,10,Mortgage,90000,Verified,other,15.09,0,1,6,0,36120,91.9,17,0,742,Fully Paid
12000,36 months,412.82,4,2,Rent,30000,Not Verified,debt_consolidation,16.36,0,1,6,0,8847,66,8,0,672,Charged Off
4500,36 months,136.48,1,5,Rent,24000,Verified,home_improvement,20.7,0,0,5,0,285,3.7,6,0,772,Fully Paid
3000,36 months,97.34,2,1,Mortgage,59450,Not Verified,credit_card,11.57,0,2,16,0,10516,19.5,24,0,712,Fully Paid
10000,36 months,351.38,3,7,Rent,61000,Not Verified,credit_card,5.57,0,1,7,0,11844,75.4,14,0,667,Fully Paid
7400,36 months,231.48,1,4,Mortgage,94800,Not Verified,small_business,10.22,0,0,5,0,0,0,15,0,757,Fully Paid
3250,60 months,73.94,3,9,Mortgage,45000,Source Verified,debt_consolidation,24.59,0,0,15,1,26732,85.4,25,1,702,Fully Paid
3000,36 months,93.31,1,10,Own,70000,Source Verified,debt_consolidation,22.29,0,0,9,0,16436,77.9,14,0,717,Fully Paid
6000,36 months,184.01,1,2,Rent,30000,Verified,debt_consolidation,6.8,0,0,9,0,0,0,20,0,742,Fully Paid
20000,60 months,499.96,4,10,Rent,56508,Source Verified,credit_card,23.08,1,1,11,0,8831,60.9,21,0,692,Charged Off
30000,36 months,1073.62,4,4,Mortgage,75000,Verified,small_business,9.22,0,1,4,0,1370,18.3,10,0,707,Charged Off
20000,60 months,312.5,5,3,Own,150000,Verified,home_improvement,18.61,0,5,12,0,73818,84.5,42,0,702,Charged Off
8000,36 months,242.62,1,4,Rent,76860,Source Verified,credit_card,21.56,0,0,6,0,11584,49.5,12,0,747,Fully Paid
13300,60 months,326.27,5,3,Own,89200,Source Verified,debt_consolidation,6.89,0,1,11,0,21532,39.1,16,0,687,Charged Off
8125,60 months,186.33,3,0,Mortgage,50000,Not Verified,credit_card,6.02,0,1,12,0,32638,84.2,36,0,737,Charged Off
4600,36 months,145.41,1,9,Rent,51996,Not Verified,debt_consolidation,11.91,0,1,14,0,4429,15.6,28,0,737,Fully Paid
22400,60 months,526.57,4,4,Mortgage,70000,Source Verified,debt_consolidation,9,0,1,4,0,14825,92.7,25,0,722,Fully Paid
17925,36 months,614.94,3,4,Mortgage,84000,Verified,other,16.57,0,0,15,0,1887,94.3,41,0,697,Fully Paid
10000,60 months,216.13,2,0,Own,78000,Not Verified,home_improvement,9.49,0,0,9,0,5214,40.1,32,0,712,Fully Paid
2500,60 months,57.18,3,3,Rent,12000,Source Verified,debt_consolidation,8.3,0,2,3,0,194,24.2,14,0,732,Fully Paid
30000,60 months,673.72,2,10,Mortgage,132996,Verified,debt_consolidation,18.05,0,0,15,0,45513,57,31,0,742,Fully Paid
4200,36 months,136.26,2,0,Rent,35000,Verified,small_business,18.31,0,0,4,0,5381,56.1,10,0,697,Fully Paid
4375,36 months,131.95,1,0,Own,17760,Source Verified,debt_consolidation,20.2,0,0,9,0,1639,7.7,24,0,752,Fully Paid
10000,36 months,308.41,1,3,Rent,42000,Source Verified,debt_consolidation,15.51,0,0,9,0,11686,37.4,12,0,737,Fully Paid
3600,36 months,110.54,1,5,Mortgage,45000,Source Verified,debt_consolidation,10.11,0,2,18,0,1971,8.6,23,0,747,Fully Paid
15000,36 months,527.06,3,10,Own,60000,Verified,credit_card,19.52,0,2,11,0,9881,73.2,19,0,677,Fully Paid
7000,36 months,213.05,1,4,Rent,60000,Verified,debt_consolidation,10.38,0,0,13,0,5364,20,28,0,757,Fully Paid
12375,60 months,293.82,4,0,Rent,35000,Source Verified,debt_consolidation,22.9,0,1,12,0,14881,69.9,29,0,687,Charged Off
8000,60 months,196.64,4,10,Mortgage,70000,Not Verified,home_improvement,7.7,1,3,16,0,2589,13.1,26,0,682,Charged Off
4000,60 months,101.14,6,4,Mortgage,24960,Not Verified,debt_consolidation,20.24,0,6,5,0,2799,40,18,0,662,Charged Off
11200,36 months,379.95,3,0,Rent,46739.4,Not Verified,debt_consolidation,3.93,0,1,8,0,6372,52.2,11,0,692,Fully Paid
14000,36 months,475.56,3,2,Own,48000,Not Verified,debt_consolidation,8.8,0,0,19,0,11284,94.8,36,0,702,Fully Paid
6000,36 months,214.48,5,0,Rent,51000,Not Verified,debt_consolidation,4.8,0,0,5,0,6451,97.7,6,0,667,Fully Paid
2000,36 months,65.15,2,10,Rent,48000,Not Verified,major_purchase,13.95,0,2,4,0,0,0,10,0,732,Fully Paid
8000,36 months,241.28,1,10,Own,47232,Source Verified,credit_card,4.47,0,0,7,0,5235,16.7,25,0,782,Fully Paid
5000,36 months,186.09,7,10,Mortgage,58000,Verified,educational,11.01,0,8,4,0,0,0,4,0,677,Charged Off
6000,36 months,205.01,3,10,Mortgage,74778,Source Verified,moving,20.25,0,0,20,0,16879,65.9,42,0,677,Fully Paid
11200,36 months,337.8,1,4,Rent,36000,Not Verified,car,5.67,0,0,7,0,1402,20.3,24,0,787,Fully Paid
4000,36 months,129.07,2,2,Rent,22000,Verified,vacation,3.38,0,0,7,0,2679,45.4,7,0,717,Fully Paid
35000,60 months,913.52,5,10,Own,350000,Verified,debt_consolidation,6.67,0,0,10,0,51106,93.8,17,0,707,Fully Paid
20000,36 months,696.06,4,4,Mortgage,120000,Verified,debt_consolidation,7.04,1,0,6,0,20087,94.7,14,0,692,Fully Paid
14500,36 months,478.09,2,3,Rent,55500,Source Verified,debt_consolidation,29.58,0,3,22,0,17076,24.6,36,0,722,Charged Off
10000,60 months,239.38,4,2,Rent,57000,Verified,major_purchase,12.51,0,0,8,0,1989,28.4,9,0,707,Fully Paid
2000,36 months,62.68,1,0,Rent,50000,Not Verified,debt_consolidation,10.51,0,1,14,0,2270,14,23,0,737,Charged Off
25000,36 months,873.63,4,4,Rent,78000,Verified,debt_consolidation,22.45,1,0,16,0,40260,72,26,0,677,Fully Paid
12000,36 months,373.33,1,1,Mortgage,1200000,Not Verified,debt_consolidation,9.17,0,2,12,0,26684,51.9,26,0,767,Fully Paid
10000,36 months,308.41,1,3,Mortgage,82000,Not Verified,major_purchase,16.38,0,0,5,0,668,4.2,13,0,797,Fully Paid
5600,36 months,190.02,3,5,Rent,34444,Not Verified,debt_consolidation,18.33,0,2,6,0,5033,67.1,14,0,692,Fully Paid
2500,36 months,86.35,4,1,Own,17676,Not Verified,debt_consolidation,19.08,0,3,5,0,5002,32.1,6,0,672,Fully Paid
24000,60 months,583.51,4,1,Rent,100000,Verified,debt_consolidation,19.66,0,0,4,0,4807,68.7,8,0,732,Fully Paid
6625,36 months,209.54,1,0,Rent,13200,Not Verified,debt_consolidation,9.73,0,0,3,0,6282,44.6,9,0,727,Fully Paid
1200,36 months,40.5,3,10,Own,54000,Not Verified,debt_consolidation,5.47,0,0,5,0,2584,40.4,31,0,677,Fully Paid
15000,36 months,462.61,1,10,Own,51500,Not Verified,debt_consolidation,13.14,0,3,21,0,16428,28.2,47,0,782,Fully Paid
5200,36 months,174.44,2,10,Mortgage,55684,Source Verified,debt_consolidation,20.97,0,1,5,0,22862,77.5,28,0,687,Fully Paid
17000,36 months,604.16,4,0,Rent,90000,Source Verified,credit_card,15.41,1,1,12,0,15341,81.6,39,0,667,Fully Paid
16000,36 months,543.5,3,0,Mortgage,164004,Verified,credit_card,6.67,0,6,10,0,715,1.6,32,0,732,Charged Off
14000,60 months,289.94,1,4,Mortgage,65000,Not Verified,debt_consolidation,11.94,0,0,7,0,13105,32,18,0,757,Fully Paid
12000,36 months,400.99,2,10,Mortgage,35000,Verified,debt_consolidation,18.51,0,0,10,0,8198,75.7,13,0,687,Fully Paid
7500,36 months,244.09,2,10,Rent,36000,Not Verified,debt_consolidation,7.6,0,2,12,0,7838,18.1,29,0,722,Charged Off
14500,60 months,355.09,4,8,Mortgage,95420,Not Verified,debt_consolidation,20,0,4,16,0,96379,89.1,44,0,697,Charged Off
6500,36 months,206.4,1,3,Mortgage,22000,Verified,home_improvement,19.71,0,1,5,0,4555,15.6,30,0,727,Fully Paid
10000,36 months,312.82,1,3,Mortgage,66384,Not Verified,credit_card,16.12,0,0,10,0,6034,27.7,26,0,732,Fully Paid
15000,36 months,505.34,3,4,Rent,210000,Source Verified,medical,11.82,0,1,17,0,18447,78.5,28,0,702,Fully Paid
24250,36 months,455.2,1,0,Mortgage,130000,Verified,home_improvement,8.21,0,0,16,0,13862,14.8,42,0,792,Fully Paid
7500,36 months,242.89,2,2,Mortgage,85000,Verified,debt_consolidation,8.06,0,1,11,0,9720,39.8,31,0,717,Fully Paid
10000,36 months,238.52,1,0,Mortgage,84000,Not Verified,home_improvement,15.61,0,2,7,0,12924,40,15,0,737,Fully Paid
11400,60 months,294.41,5,10,Rent,39800,Verified,small_business,17.91,0,3,12,1,16507,79.4,14,1,692,Charged Off
2800,36 months,91.82,2,1,Rent,90000,Verified,house,17.48,0,3,13,0,10409,71.4,31,0,682,Fully Paid
5275,60 months,122.2,3,1,Mortgage,90000,Source Verified,home_improvement,9.99,0,2,8,0,19154,71.7,18,0,692,Fully Paid
6700,36 months,216.16,2,10,Mortgage,58000,Source Verified,home_improvement,11.5,0,0,10,1,8493,33.3,27,1,707,Fully Paid
5000,36 months,172.94,4,0,Rent,98004,Not Verified,other,11.63,0,2,9,0,5105,64.6,10,0,667,Fully Paid
4000,60 months,85.72,2,7,Mortgage,59000,Verified,car,29.15,0,1,15,0,24419,36.4,26,0,742,Fully Paid
16000,36 months,545.67,3,3,Mortgage,130000,Not Verified,debt_consolidation,10.8,0,4,12,0,197716,74.9,41,0,697,Charged Off
2000,36 months,67.94,3,4,Own,36000,Not Verified,major_purchase,7.83,0,0,8,0,1790,34.4,10,0,667,Fully Paid
6400,36 months,208.39,2,4,Mortgage,74280,Not Verified,debt_consolidation,23.54,0,3,9,0,5732,79.6,20,0,707,Fully Paid
3450,36 months,114.58,2,10,Mortgage,45000,Verified,debt_consolidation,5.23,0,2,5,0,3387,84.7,11,0,697,Fully Paid
8000,36 months,261.88,2,3,Rent,45000,Not Verified,credit_card,4.93,0,3,11,0,5706,21.5,63,0,707,Fully Paid
4000,36 months,122.82,1,10,Mortgage,90000,Verified,other,24.33,0,0,13,0,43108,69.4,33,0,737,Fully Paid
8000,36 months,273.1,3,10,Mortgage,80000,Not Verified,debt_consolidation,13.38,0,2,8,1,9356,50,19,1,677,Fully Paid
15000,36 months,483.16,2,10,Mortgage,40000,Not Verified,debt_consolidation,12,0,0,14,0,15146,24.8,50,0,762,Fully Paid
10000,36 months,362.78,4,0,Rent,85000,Source Verified,debt_consolidation,4.6,0,1,7,0,13377,71.9,11,0,662,Fully Paid
5000,60 months,101.1,1,8,Mortgage,104860,Verified,car,0.81,0,5,6,0,1067,3.3,20,0,802,Fully Paid
